,State,Year,Total Revenues,Total Expenditures,Enrollment,Average Math Score (4th Grade),Average Math Score (8th Grade),Average Reading Score (4th Grade),Average Reading Score (8th Grade),Average Revenue per Student,Average Spend per Student
694,Missouri,2009,9472520.0,10227305.0,893807.0,240.684380944942,285.808001946777,223.84235777869597,266.876460156868,10597.947879128269,11442.408707920165
696,Missouri,2011,9915356.0,9842505.0,896702.0,240.494831043156,281.947646246654,220.346171042259,266.76205134969103,11057.582117581984,10976.338850588045
698,Missouri,2013,10103589.0,10001763.0,897224.0,239.548361930055,282.988457911702,222.33418590941602,267.215011778953,11260.943755405562,11147.453701639724
700,Missouri,2015,10623391.0,10540353.0,892779.0,238.964922500718,280.821425670635,222.72551679114,266.876351831946,11899.239341427161,11806.22864113067
714,Montana,2003,1205602.0,1214879.0,149801.0,235.75491526568905,285.928022552419,222.74654162772703,269.833415980195,8048.023711457199,8109.952537032463
716,Montana,2005,1293070.0,1268328.0,146552.0,240.575488552507,286.432001216413,224.552179792932,269.224129746888,8823.28456793493,8654.457121021891
718,Montana,2007,1474306.0,1442434.0,144258.0,243.618811261651,287.07552895369497,226.66653258748403,270.937849960978,10219.92541141566,9998.987924413203
720,Montana,2009,1607935.0,1622485.0,141782.0,244.400751913997,291.542942879491,224.651750127955,270.393925995333,11340.896587719173,11443.518923417641
722,Montana,2011,1631810.0,1655584.0,141529.0,243.796606541624,292.907804277033,225.144216219664,272.87414076560697,11529.863137590177,11697.842844929308
724,Montana,2013,1671053.0,1679521.0,142797.0,243.69888459472,289.228453008852,222.982749322942,271.765782480696,11702.297667317942,11761.598633024503
726,Montana,2015,1804339.0,1804841.0,144447.0,241.287048262014,287.464005517244,224.757393529067,269.956777592733,12491.356691381614,12494.832014510512
741,Nebraska,2003,2600831.0,2623966.0,283934.0,236.254108414529,282.19375596569597,220.61180206660597,266.313690432675,9159.984362563131,9241.464565708933
743,Nebraska,2005,2895640.0,2708776.0,284553.0,237.706178475691,283.9629910353,221.377462774998,267.455694338449,10176.100761545302,9519.40763232157
745,Nebraska,2007,3234014.0,3117931.0,287135.0,238.040808639328,283.65059864617297,222.902554305927,267.030850555401,11263.043516116113,10858.763299493268
747,Nebraska,2009,3522481.0,3523803.0,292161.0,238.748463363704,284.259093531038,222.523307331545,267.067856574245,12056.643426056182,12061.168328421658
749,Nebraska,2011,3879388.0,3676326.0,297659.0,239.80326865057597,283.197044839966,223.311726013091,267.70386518897203,13032.994130867872,12350.797388958506
751,Nebraska,2013,3870164.0,3913038.0,303242.0,243.157929125431,285.061348473454,223.252785111637,269.221914635868,12762.625230014311,12904.010658154213
753,Nebraska,2015,4248695.0,4283846.0,312281.0,243.863666875446,286.49856348622797,226.634610885937,269.426210864772,13605.35863533164,13717.920718839763
766,Nevada,2003,2778564.0,3009028.0,369498.0,227.513598313738,268.04313771367,206.959682725248,252.309915677623,7519.835019404706,8143.556934002349
768,Nevada,2005,3381646.0,3483540.0,399727.0,229.87159551387995,269.905585503685,207.186974378559,252.86906252292005,8459.888874156612,8714.797849532306
770,Nevada,2007,4006081.0,4346371.0,422782.0,231.781600510466,270.80402437492296,210.819009123413,252.348473866768,9475.524028932168,10280.406923662786
772,Nevada,2009,4442101.0,4577881.0,430985.0,235.152273891367,274.148541684888,211.140588986901,253.84095441963,10306.857547246424,10621.903314500505
774,Nevada,2011,4146577.0,4258855.0,429610.0,237.031878873139,278.113153726165,212.575191683097,258.19326424883997,9651.956425595306,9913.305090663625
776,Nevada,2013,4131800.0,4057443.0,431776.0,236.262899387868,278.28668090862004,213.75531361813802,261.695982235772,9569.313718224264,9397.10173793819
778,Nevada,2015,4345419.0,4183085.0,438948.0,233.827016206925,275.171868843271,214.425584466776,259.417376365165,9899.62136745127,9529.796240101334
793,New Hampshire,2003,2028602.0,2122604.0,203702.0,243.11014219523705,286.198468660005,227.789508496749,270.734453004041,9958.67492709939,10420.143150288166
795,New Hampshire,2005,2332695.0,2333264.0,202223.0,245.62592639978698,285.2533570362,227.438324133747,269.65127033258597,11535.260578668105,11538.07430410982
797,New Hampshire,2007,2600123.0,2608190.0,198625.0,248.571526557139,287.55706095499403,229.01717335240897,269.734588561039,13090.612964128382,13131.227186910006
799,New Hampshire,2009,2816162.0,2757401.0,197024.0,251.071752631735,292.321817220053,229.144520432665,270.748158823326,14293.497238915055,13995.254385252558
801,New Hampshire,2011,2947007.0,3001244.0,189275.0,251.77883682247003,292.10873973776,230.392676367953,272.078626455018,15569.974904239862,15856.526218465197
803,New Hampshire,2013,2976317.0,2878534.0,187703.0,252.993525166642,295.665123344221,231.998366395397,274.307731748779,15856.523337400042,15335.578014203289
805,New Hampshire,2015,3093061.0,3044720.0,183039.0,249.150621351838,294.413018726344,231.94984764811198,274.8067462817,16898.371385333183,16634.269199460225
820,New Jersey,2003,19785039.0,19812932.0,1350330.0,238.776541201516,281.40711990453605,225.07332803577003,267.786953088416,14652.002843749306,14672.659275880711
822,New Jersey,2005,23026334.0,23023365.0,1368959.0,243.978931397732,283.902604236295,223.298393451738,269.423228138126,16820.324056454578,16818.155255197562
824,New Jersey,2007,25293076.0,25572112.0,1363804.0,248.621522373251,288.583451449458,230.64697200838,270.141550284263,18545.97581470651,18750.57706239313
826,New Jersey,2009,26510413.0,26145334.0,1354912.0,246.52986977978,292.657227109585,229.394486392659,272.80263385761003,19566.151159632507,19296.702664084456
828,New Jersey,2011,26242376.0,25716298.0,1399409.0,248.00416256175097,294.138771366004,231.23762972371003,275.183164316271,18752.47050719268,18376.54181157903
830,New Jersey,2013,28070096.0,28179900.0,1338657.0,246.87090919859298,296.053351131027,228.71974406764198,276.37798779341,20968.848629634027,21050.874122347996
832,New Jersey,2015,29335237.0,28809725.0,1339230.0,245.383220077076,293.36593817877,229.487674441138,270.85371153052995,21904.554856148683,21512.156239032876
847,New Mexico,2003,2626262.0,2658140.0,320264.0,222.51800923908297,263.27290665162496,203.185312558191,251.59915596535402,8200.303499612819,8299.84013189119
849,New Mexico,2005,2982991.0,3011696.0,326102.0,224.027218256997,263.275162986677,206.79162070609902,251.03333074844502,9147.41706582603,9235.441671624216
851,New Mexico,2007,3272953.0,3279467.0,327816.0,228.06431284199505,267.53807866263304,211.631884615174,250.75317445252998,9984.116089513629,10003.986992703223
853,New Mexico,2009,3703477.0,3945515.0,328737.0,230.029589245712,269.704253797704,207.645730781769,254.129173669956,11265.77476827981,12002.041145353276
855,New Mexico,2011,3591330.0,3694437.0,331373.0,232.840370734081,274.454701456959,208.01411935219,255.86163460115003,10837.726670549502,11148.877548864873
857,New Mexico,2013,3518621.0,3536546.0,327209.0,232.78143293135602,272.76180889422903,205.756405354204,255.87007704604198,10753.435877375012,10808.21737788386
859,New Mexico,2015,3789651.0,3846641.0,326297.0,231.167235964367,270.897534405553,207.24044637637695,253.227767643793,11614.1153611587,11788.77219220526
874,New York,2003,38033080.0,41603390.0,2879228.0,235.930075481869,279.749257044273,222.18820710677602,265.329794503317,13209.471427757719,14449.494795132583
876,New York,2005,43936450.0,45086872.0,2816426.0,238.173976704232,279.716253699868,222.695200017251,265.13856181731603,15600.072574248356,16008.541321518835
878,New York,2007,50762544.0,51253984.0,2754976.0,242.54301817964298,280.14117723747603,223.75202728955898,263.54571646767005,18425.76632246524,18604.149001660997
880,New York,2009,55885116.0,57851481.0,2696688.0,240.641098758037,282.576915418605,224.36874884831101,264.288057457975,20723.61207525676,21452.789866680905
882,New York,2011,57753776.0,59446908.0,2677412.0,237.519942618542,280.45302609298597,222.49381094408798,265.69702830715,21570.746676267976,22203.1230158078
884,New York,2013,59623918.0,60505950.0,2629805.0,240.34981686683895,281.807787831651,223.81336257734,266.346063235407,22672.372286158097,23007.77053811975
886,New York,2015,63712218.0,65094591.0,2631532.0,236.796927043204,280.089220069279,222.64630319770302,263.247658592835,24211.07476557382,24736.385877124045
901,North Carolina,2003,9907235.0,9989670.0,1314632.0,242.04012560616403,281.240350571106,221.220579655011,261.71164481782,7536.127981062381,7598.833742066221
903,North Carolina,2005,11098165.0,10917913.0,1347177.0,241.23554932895803,281.82513658657797,217.13444866524398,258.160185489234,8238.08972391898,8104.2899336909695
905,North Carolina,2007,13063307.0,12794086.0,1416028.0,241.617994022296,283.880668759806,217.934042613497,259.13670308841097,9225.316872265237,9035.192806921897
907,North Carolina,2009,15410564.0,14868070.0,1452064.0,243.77846013203305,284.332635252336,219.296045907462,259.528486560755,10612.868303325475,10239.266313330543
909,North Carolina,2011,14409515.0,13767024.0,1448117.0,244.51790076388198,286.267028242857,221.356963571717,262.928956255321,9950.518500922233,9506.845096079944
911,North Carolina,2013,12729402.0,13650536.0,1468228.0,244.801732892983,285.645388424867,222.227715159886,264.540999710832,8669.908215890175,9297.286252543883
913,North Carolina,2015,13146934.0,14060699.0,1465031.0,243.74226678887902,281.331091062317,225.810590900179,260.594556550199,8973.826492408693,9597.543669724395
928,North Dakota,2003,882913.0,895278.0,103785.0,237.57738683297904,287.14464048292,221.642245735878,269.73035434547,8507.13494242906,8626.275473334297
930,North Dakota,2005,969520.0,985502.0,100413.0,242.73699505931702,286.960953441317,224.810846710111,270.243755830946,9655.323513887644,9814.48617210919
932,North Dakota,2007,1045678.0,1042175.0,96577.0,245.415854173904,291.561611918756,226.325481086957,268.017670542433,10827.401969413007,10791.13039336488
934,North Dakota,2009,1150142.0,1137260.0,94653.0,245.18952627083002,292.842488544915,225.967471901352,269.239984852546,12151.141538038943,12015.044425427615
936,North Dakota,2011,1309044.0,1312226.0,96255.0,245.15641599478298,291.998404485775,225.57752634611,268.69421789306097,13599.750662303259,13632.808685263104
938,North Dakota,2013,1405349.0,1516575.0,101025.0,246.424794889496,290.515111260981,224.08338500152198,267.779199654396,13910.903241771839,15011.878247958426
940,North Dakota,2015,1644533.0,1804762.0,106061.0,244.71383057757998,288.244147214039,224.69198435116002,266.95532299054,15505.539265139872,17016.264225304305
955,Ohio,2003,18018740.0,18760200.0,1803966.0,237.78206789556305,281.607295379003,221.86579907669,266.566105917826,9988.403329109307,10399.419944721796
957,Ohio,2005,19746239.0,19785561.0,1778784.0,242.105935222061,283.251774708647,222.533253783097,266.767281184036,11100.976284922734,11123.082397862809
959,Ohio,2007,22142424.0,21336580.0,1758645.0,244.532731712557,284.851639473941,225.666987806902,267.978979400559,12590.61607089549,12132.397385487122
961,Ohio,2009,22779344.0,22427481.0,1729072.0,243.68755285939704,285.583013784517,224.532178118541,268.67823553327,13174.317784337494,12970.81960728067
963,Ohio,2011,23488657.0,23010396.0,1655534.0,244.038621552155,288.602596832439,223.82821391211,268.283949224188,14187.964125170489,13899.077880611332
965,Ohio,2013,22536516.0,22015797.0,1613718.0,245.549796905114,289.528096752185,223.88774613674198,269.086973442103,13965.585065048539,13642.902291478436
967,Ohio,2015,24378660.0,22561728.0,1600222.0,243.598591203345,285.061955059169,224.930419714072,265.879220258589,15234.548706366992,14099.123746580162
982,Oklahoma,2003,4426835.0,4376502.0,624202.0,229.096621276342,271.905151347835,213.57935707208,261.719961000332,7091.991054177975,7011.355298445054
984,Oklahoma,2005,4892548.0,4785987.0,629145.0,233.95532879955002,271.35990240867903,213.861450098821,259.631359955752,7776.503031892488,7607.128722313616
986,Oklahoma,2007,5491931.0,5505213.0,639032.0,236.80219418762002,274.534989354995,216.955654036521,259.547225161046,8594.140825498567,8614.925387148061
988,Oklahoma,2009,6029807.0,5941799.0,644549.0,236.780985587581,275.711956830545,217.19062755925304,259.495771007061,9355.079287998275,9218.53730282725
990,Oklahoma,2011,5835133.0,5644988.0,658163.0,237.42908227430198,279.179608185009,215.47758572983398,260.121264611744,8865.787046673848,8576.884449596833
992,Oklahoma,2013,5878111.0,5796945.0,671445.0,238.921877478041,275.50673202657697,216.988876495215,261.931495221637,8754.419200381268,8633.536626231486
994,Oklahoma,2015,6121188.0,6184819.0,671715.0,239.760481447062,274.58598213813997,221.830510126344,262.673145850428,9112.775507469685,9207.504670879762
1008,Oregon,2003,4592019.0,4978764.0,552135.0,236.30590556784,280.892470910844,217.61453525022702,264.025569883652,8316.840989975277,9017.29468336548
1010,Oregon,2005,5022050.0,5597579.0,550502.0,238.324930566673,282.237325362273,216.899980219675,263.156890818544,9122.67348710813,10168.135628935044
1012,Oregon,2007,5648586.0,5634955.0,559643.0,236.039657297687,283.826277204194,215.01732344376998,265.710210180337,10093.195126178653,10068.838527418371
1014,Oregon,2009,6158756.0,6715011.0,560726.0,238.03232724765098,285.036814371216,218.142340516871,265.08924671644,10983.53919739766,11975.565606017914
1016,Oregon,2011,6112484.0,6317635.0,559631.0,236.914497047468,282.518206779261,216.44015438168896,264.225611626444,10922.347046536022,11288.929669728803
1018,Oregon,2013,6077498.0,6228197.0,564006.0,240.09925201800598,283.524589064024,219.132674237737,268.282662715666,10775.591039811634,11042.785005833271
1020,Oregon,2015,7111710.0,7011609.0,570376.0,237.74670893826,282.81489935264597,220.222719958397,267.670519675172,12468.459402218887,12292.959381180135
1035,Pennsylvania,2003,19811545.0,20626459.0,1757066.0,235.947017122469,278.537758124922,218.69842753610905,264.267365101484,11275.356190376457,11739.148671706129
1037,Pennsylvania,2005,22657782.0,23183924.0,1755560.0,240.57296331100704,280.713835066326,222.771980355527,266.821911059188,12906.29884481305,13205.999225318417
1039,Pennsylvania,2007,25334577.0,25627083.0,1760451.0,244.001273492789,286.16686332577,226.353658210298,267.665630227785,14390.958339652738,14557.112353595756
1041,Pennsylvania,2009,26755585.0,27328680.0,1687145.0,243.58787315025,288.30416892392503,223.67943988465802,270.700536709088,15858.497639503421,16198.180950659249
1043,Pennsylvania,2011,28492510.0,28810721.0,1670854.0,245.654910289272,286.10274173594104,227.23646319431,267.750596675669,17052.662889755775,17243.111007903743
1045,Pennsylvania,2013,28484645.0,28495118.0,1623694.0,244.012619964297,289.623651633339,226.40232361222095,272.085365342425,17543.11157151532,17549.561678493606
1047,Pennsylvania,2015,29967185.0,29690645.0,1589429.0,243.312239940824,283.66841544434897,226.670774068,268.746120751013,18854.05702299379,18680.07001256426
1062,Rhode Island,2003,1728055.0,1646238.0,157286.0,230.29796199237305,271.998694378475,216.494015184678,260.879572089782,10986.705746220261,10466.52594636522
1064,Rhode Island,2005,1903472.0,1790591.0,153596.0,233.436772307714,272.345018074323,216.43986733386902,260.968326762196,12392.718560379177,11657.797078048909
1066,Rhode Island,2007,2100679.0,2082332.0,147861.0,235.87793575221198,275.386990471622,218.761444851879,258.321117711185,14207.120200729063,14083.037447332292
1068,Rhode Island,2009,2179714.0,2171376.0,141521.0,238.76685909351104,277.92371937219,222.704885161548,259.885589729898,15402.053405501658,15343.136354321974
1070,Rhode Island,2011,2212352.0,2198940.0,139157.0,241.624774676562,282.875659622898,222.481596913528,265.119556331117,15898.244428954345,15801.864081576923
1072,Rhode Island,2013,2282659.0,2231413.0,136401.0,241.41673523663502,284.092212214805,222.80223975373198,266.677052388789,16734.913966906402,16359.21290899627
1074,Rhode Island,2015,2367068.0,2326473.0,134574.0,238.00172968276402,281.445219579398,225.485536668854,265.05085783205897,17589.341180317148,17287.685585625753
1088,South Carolina,2003,5709707.0,6024747.0,691736.0,235.793223537785,277.300449617316,214.807724490456,258.08899144280497,8254.170666265743,8709.604531208437
1090,South Carolina,2005,6337711.0,6572191.0,701176.0,238.302675325314,281.23432113535,213.20350717718102,257.16910456442,9038.687861535476,9373.097481944618
1092,South Carolina,2007,7130274.0,7660995.0,701580.0,237.10741145424402,281.50360148092096,213.836527211386,257.42120279297296,10163.165996750193,10919.631403403746
1094,South Carolina,2009,7669733.0,8427391.0,714290.0,235.66830247692798,280.380855413571,215.942298236521,257.27418459256097,10737.561774629352,11798.276610340337
1096,South Carolina,2011,7772777.0,7961448.0,713511.0,237.303024975307,281.000133716553,214.899808914466,260.30701989879503,10893.703110393533,11158.129307046423
1098,South Carolina,2013,8254462.0,8224795.0,722249.0,236.625899742704,279.824608578537,213.64654387011,261.449050699613,11428.831331022957,11387.755469374137
1100,South Carolina,2015,8759944.0,8783362.0,737401.0,237.08957145861402,275.827866191395,217.969676534277,260.331422813083,11879.484839320805,11911.242322698234
1113,South Dakota,2003,965778.0,993823.0,127632.0,237.26482055278802,284.881736383978,222.27317857721198,269.97105860956503,7566.895449417074,7786.628745142284
1115,South Dakota,2005,1053504.0,1059303.0,124862.0,241.594186083007,287.303617983357,222.39869209845298,268.540435645755,8437.346830901315,8483.79010427512
1117,South Dakota,2007,1136570.0,1096568.0,121158.0,241.213428581694,288.463925271604,223.39852668799702,269.596763416027,9380.8910678618,9050.727149672328
1119,South Dakota,2009,1258876.0,1273527.0,126624.0,242.097789760041,290.619127707892,222.166592778336,270.06099022928,9941.843568359867,10057.54833206975
1121,South Dakota,2011,1297661.0,1350617.0,125613.0,240.979792262817,290.61519679044,219.814446299081,268.941537575366,10330.62660711869,10752.207176008853
1123,South Dakota,2013,1316613.0,1332496.0,130296.0,240.98109972224202,287.270390625653,217.930744868492,268.100772835989,10104.784490698103,10226.683858291888
1125,South Dakota,2015,1415149.0,1464781.0,132836.0,239.723094945658,284.64140569223997,220.469524583778,267.079864989695,10653.354512330994,11026.988165858653
1139,Tennessee,2003,5994756.0,6482671.0,905050.0,227.75504472077301,268.175728562365,211.94754112042,258.10836458389,6623.673830175128,7162.776642174465
1141,Tennessee,2005,6806262.0,7067521.0,940769.0,231.688079714459,270.524576784271,214.221269348578,259.072341834008,7234.785584984199,7512.493502655806
1143,Tennessee,2007,7617488.0,7817659.0,978084.0,232.753710108317,273.978786623685,215.749268590355,259.161954905287,7788.173612900324,7992.8298591940975
1145,Tennessee,2009,8112895.0,8611178.0,971484.0,231.82548619984797,274.761821088186,216.737811108148,260.94667619164903,8351.033058701943,8863.942175064129
1147,Tennessee,2011,8679893.0,8961443.0,986382.0,232.90111698293097,274.038710319906,214.640214936919,259.20837071319903,8799.727691705648,9085.164773890845
1149,Tennessee,2013,9008032.0,9248235.0,992461.0,239.774787022732,277.720127269641,219.735394665222,265.359504625647,9076.459427624863,9318.487074051272
1151,Tennessee,2015,9455920.0,9562527.0,994530.0,240.66739574311904,278.203380665353,218.61326439370097,264.771228998921,9507.92836817391,9615.121715785346
1166,Texas,2003,35143236.0,37333674.0,4201914.0,237.305921828857,277.052648954338,214.80800561674096,258.77725796924096,8363.625719136564,8884.921014566218
1168,Texas,2005,37783715.0,40302144.0,4334611.0,241.990916323988,281.10284504749296,218.733823976846,258.191597999486,8716.748746311954,9297.753362412452
1170,Texas,2007,44355326.0,45920825.0,4513835.0,242.339759859575,285.870708420456,219.60431305031602,260.812919224922,9826.52799670347,10173.350377229119
1172,Texas,2009,48087531.0,53575273.0,4647205.0,240.464623710389,286.685076683873,218.858272374458,260.368795018986,10347.624217136967,11528.493578398198
1174,Texas,2011,51023159.0,52691826.0,4800196.0,241.10179365066003,290.34670935526503,218.320844616792,261.428390874698,10629.390758210706,10977.015521866191
1176,Texas,2013,49734537.0,50674724.0,4897523.0,241.926288740505,288.198967599188,216.909597076471,263.684137731278,10155.038986034368,10347.010927768997
1178,Texas,2015,55582029.0,56255791.0,5004866.0,244.00247204328,283.793540280437,217.942913018264,260.655135980903,11105.597832189713,11240.219218656403
1192,Utah,2003,2875622.0,2957874.0,483066.0,234.782950865289,280.64536966117,219.270338418871,264.30344257817404,5952.855303416096,6123.126032467613
1194,Utah,2005,3181279.0,3188018.0,488055.0,238.797423758414,279.15612342679196,221.310927118758,261.87087212251,6518.279702082757,6532.087572097407
1196,Utah,2007,3656090.0,3618540.0,504079.0,239.40498890696202,281.08747370552504,221.26142812873903,262.22802467896196,7253.009944869753,7178.517652986932
1198,Utah,2009,4238943.0,4419750.0,532433.0,240.318712615955,284.068251870422,219.204130166973,265.591577109328,7961.458061389883,8301.044450663276
1200,Utah,2011,4141253.0,4195916.0,545395.0,242.53751311453098,283.308332086503,220.41603448313703,267.08740609916197,7593.12608293072,7693.352524317238
1202,Utah,2013,4300793.0,4584624.0,562315.0,242.82068873480802,284.331486246838,222.767635531589,270.041925765873,7648.369686030072,8153.124138605585
1204,Utah,2015,4705084.0,4537962.0,573913.0,242.562787058815,286.116911188659,226.14307488268398,269.430664700586,8198.2530453222,7907.055599019363
1217,Vermont,2003,1451171.0,1440961.0,94901.0,241.92607241845903,285.6455721843,226.121746629112,270.519439020331,15291.419479246795,15183.83367930791
1219,Vermont,2005,1628681.0,1634534.0,92819.0,243.52885539429298,287.35648761684104,226.88625100599202,268.772420626961,17546.849244228015,17609.907454292763
1221,Vermont,2007,1836316.0,1804519.0,89329.0,246.35740495721402,291.010773791979,228.248538219188,273.045757236707,20556.773276315642,20200.819442734162
1223,Vermont,2009,1683034.0,1661019.0,86320.0,247.767226051132,292.866096352356,228.735783571246,272.305134189083,19497.613531047264,19242.574142724745
1225,Vermont,2011,1686499.0,1722515.0,86982.0,246.639729922321,293.882577068531,226.771642682085,273.84076504911496,19389.0575061507,19803.120185785567
1227,Vermont,2013,1817307.0,1809138.0,89200.0,247.803294738209,295.469562357463,227.98651907652697,274.368547733738,20373.396860986544,20281.816143497756
1229,Vermont,2015,1996795.0,1969415.0,85184.0,243.25039915815398,290.355191159079,230.098616569303,273.961831447048,23440.963091660407,23119.5412283997
1244,Virginia,2003,10504167.0,10746679.0,1175458.0,239.20308912003503,281.676643366069,223.340359189755,268.004817111028,8936.233366058166,9142.546139462234
1246,Virginia,2005,12182657.0,12385157.0,1203697.0,240.497568178325,284.371628221298,225.81371068133998,267.80896673815397,10121.032950983512,10289.264657135476
1248,Virginia,2007,14176385.0,14700853.0,1220440.0,243.52112978321603,287.62590496388196,227.13672485221198,266.87873748607603,11615.798400576841,12045.535216807053
1250,Virginia,2009,15251481.0,15510318.0,1235064.0,243.07129688880002,286.069754986907,226.52756797670398,265.641981716133,12348.73739336585,12558.311148248189
1252,Virginia,2011,14655345.0,14675815.0,1250852.0,245.333618143766,289.255411153431,226.37843469423998,267.272891187823,11716.29017661562,11732.655022336776
1254,Virginia,2013,15322318.0,15634918.0,1264880.0,246.177456938875,288.142959517699,228.555737669337,267.589864309109,12113.653469103789,12360.791537537158
1256,Virginia,2015,15857524.0,16113212.0,1279867.0,246.612621705962,287.70929867527803,228.97125501022703,266.836053468874,12389.97802115376,12589.755029233507
1269,Washington,2003,8565636.0,8802387.0,1014577.0,238.292839469301,281.151364414263,221.096695134157,264.494066459256,8442.568676404058,8675.918141254928
1271,Washington,2005,9141383.0,9399603.0,1019925.0,241.68467451823898,285.052229728136,223.486397868759,264.656551932316,8962.799225433242,9215.974704022354
1273,Washington,2007,10350748.0,10682397.0,1026121.0,242.54223198471402,284.862804344983,223.999336825378,264.947778144606,10087.2587151028,10410.465237530467
1275,Washington,2009,12025012.0,12240632.0,1035907.0,242.25709121275398,288.722375608773,221.330110400417,266.917617143622,11608.196488680933,11816.342586738
1277,Washington,2011,11905941.0,11928408.0,1042979.0,243.182884658018,288.107761945489,220.52878797215598,267.577473732317,11415.321880881591,11436.863062439415
1279,Washington,2013,12242231.0,12097549.0,1050901.0,246.288338069866,289.956988743835,225.048863335833,272.036124410819,11649.271434702221,11511.59719136246
1281,Washington,2015,13709442.0,13630138.0,1072359.0,244.98142218530103,286.513107597489,225.89288905903095,267.25088066645696,12784.377246798878,12710.424400783691
1296,West Virginia,2003,2497707.0,2524444.0,281591.0,230.767748452518,270.770353447282,219.179524491303,259.564237912782,8869.981640038211,8964.931407608909
1298,West Virginia,2005,2701056.0,2698703.0,279456.0,230.84326791657296,269.099492803301,214.767066412741,255.07337956310002,9665.407076605978,9656.987146455971
1300,West Virginia,2007,2905489.0,2983267.0,281298.0,236.33780580016705,270.084093587271,215.13055545931095,254.99855238547798,10328.864762636065,10605.361573846953
1302,West Virginia,2009,3097212.0,3121728.0,281908.0,232.983144485532,270.415765915327,214.520200208315,254.799747493408,10986.605559260468,11073.570100883977
1304,West Virginia,2011,3475642.0,3670119.0,282130.0,234.655806758932,273.263173122564,214.386024190084,256.10686155675097,12319.292524722645,13008.609506255982
1306,West Virginia,2013,3486366.0,3488877.0,282310.0,237.440632664342,274.430134697899,214.663401291545,257.383509312362,12349.424391626226,12358.318869328043
1308,West Virginia,2015,3478401.0,3466981.0,279565.0,235.20466146206505,271.45070884715,216.25328788386398,260.185272642999,12442.190546026863,12401.341369627815
1323,Wisconsin,2003,8931497.0,9128279.0,875390.0,236.75541398272597,283.91586565449404,220.833427555838,266.46861763683603,10202.877574566764,10427.671095169011
1325,Wisconsin,2005,9584108.0,9433502.0,869301.0,240.568581924116,284.541556582959,221.16422654343899,266.228560789199,11025.074168786185,10851.824626912887
1327,Wisconsin,2007,10154985.0,9988878.0,870584.0,244.181214196835,285.617942521924,223.31800981087602,264.184509633385,11664.566543837242,11473.76703454233
1329,Wisconsin,2009,10991081.0,10880480.0,867035.0,243.585253522635,288.140726236317,220.135540597472,265.812615742952,12676.628971148799,12549.066646675163
1331,Wisconsin,2011,11664303.0,11440718.0,864251.0,244.691865519641,288.665932686223,221.23990687237202,267.16702974162,13496.429856604158,13237.726077262278
1333,Wisconsin,2013,11097447.0,10845059.0,863737.0,244.706291648161,288.74578084165404,220.818103448031,267.54299418783296,12848.17832279965,12555.973635493212
1335,Wisconsin,2015,11637376.0,11553677.0,861813.0,243.31021131879902,289.077749211995,223.35635551293495,269.533726363214,13503.365579307807,13406.24590253338
1350,Wyoming,2003,962240.0,915515.0,85966.0,241.08570064627895,283.50334994463,222.075166369555,267.00102854451,11193.262452597539,10649.733615615476
1352,Wyoming,2005,1132160.0,1033603.0,84146.0,242.955913765367,282.10060959815496,223.262145963811,268.124234884295,13454.709671285622,12283.447816889693
1354,Wyoming,2007,1477891.0,1390344.0,85034.0,243.86691506428397,286.987771483089,225.289483281059,266.22554358249,17380.00094080015,16350.448056071687
1356,Wyoming,2009,1675761.0,1658156.0,86971.0,242.009195680162,286.10403398533,222.65219632999901,268.159428117446,19268.043370778767,19065.61957434087
1358,Wyoming,2011,1650621.0,1656850.0,88165.0,243.874435027563,287.767926048951,224.062278090794,269.568729685871,18721.95315601429,18792.604775137526
1360,Wyoming,2013,1695967.0,1675477.0,91533.0,246.52240092011502,288.119137263578,225.84897495660198,270.966172221906,18528.476068740238,18304.622376629195
1362,Wyoming,2015,1962874.0,1942406.0,93867.0,246.75976446726798,286.666547067471,228.160802772906,268.803363090763,20911.225457295965,20693.172254359895
